BPM,States
56.34,Asleep
56.39,Asleep
54.35,Asleep
58.59,Asleep
55.35,Asleep
55.35,Asleep
59.76,Asleep
50.68,Asleep
51.5,Asleep
56.39,Asleep
53.38,Asleep
51.5,Asleep
51.55,Asleep
54.35,Asleep
55.35,Asleep
51.5,Asleep
53.38,Asleep
51.55,Asleep
53.33,Asleep
50.63,Asleep
53.38,Asleep
52.45,Asleep
52.45,Asleep
52.4,Asleep
53.33,Asleep
59.82,Asleep
58.59,Asleep
57.47,Asleep
63.56,Awake
66.45,Awake
63.63,Awake
57.47,Awake
72.9,Awake
59.76,Asleep
57.47,Asleep
55.35,Asleep
56.39,Asleep
64.94,Asleep
58.59,Asleep
50.68,Asleep
51.5,Asleep
50.68,Asleep
55.35,Asleep
50.63,Asleep
52.45,Asleep
50.68,Asleep
53.33,Asleep
55.35,Asleep
50.68,Asleep
52.4,Asleep
52.45,Asleep
58.59,Asleep
58.59,Asleep
59.76,Asleep
54.35,Asleep
58.59,Asleep
58.59,Asleep
58.65,Asleep
55.35,Asleep
56.39,Asleep
51.5,Asleep
51.55,Asleep
54.35,Asleep
53.38,Asleep
56.39,Asleep
55.35,Asleep
51.5,Asleep
50.68,Asleep
56.39,Asleep
50.63,Asleep
51.55,Asleep
55.35,Asleep
54.3,Asleep
50.68,Asleep
52.45,Asleep
58.59,Asleep
54.3,Asleep
52.45,Asleep
50.68,Asleep
55.3,Asleep
52.45,Asleep
53.38,Asleep
63.56,Asleep
50.63,Asleep
54.35,Asleep
57.47,Asleep
57.47,Asleep
52.45,Asleep
55.35,Asleep
57.47,Asleep
51.55,Asleep
56.39,Asleep
53.33,Asleep
50.63,Asleep
58.59,Asleep
58.59,Asleep
51.55,Asleep
57.47,Asleep
59.76,Asleep
52.4,Asleep
55.35,Asleep
53.38,Asleep
50.68,Asleep
59.76,Asleep
53.38,Asleep
53.33,Asleep
59.76,Asleep
53.38,Asleep
51.55,Asleep
51.5,Asleep
57.53,Asleep
57.47,Asleep
50.63,Asleep
54.35,Asleep
57.47,Asleep
51.55,Asleep
52.4,Asleep
59.76,Asleep
51.55,Asleep
50.63,Asleep
55.35,Asleep
59.76,Asleep
50.68,Asleep
54.35,Asleep
56.39,Asleep
56.39,Asleep
56.34,Asleep
55.35,Asleep
56.39,Asleep
53.38,Asleep
56.34,Asleep
54.35,Asleep
57.47,Asleep
57.47,Asleep
55.35,Asleep
57.47,Asleep
65.01,Asleep
56.39,Asleep
54.35,Asleep
52.4,Asleep
55.35,Asleep
57.47,Asleep
58.59,Asleep
53.38,Asleep
56.39,Asleep
52.4,Asleep
67.87,Asleep
55.35,Asleep
58.59,Asleep
58.59,Asleep
58.59,Asleep
58.65,Asleep
58.59,Asleep
54.35,Asleep
52.45,Asleep
59.76,Asleep
51.5,Asleep
59.82,Asleep
52.45,Asleep
55.35,Asleep
52.4,Asleep
53.38,Asleep
69.52,Asleep
58.59,Asleep
58.59,Asleep
76.63,Awake
87.98,Awake
87.85,Awake
71.17,Awake
80.75,Awake
87.85,Awake
80.86,Awake
78.64,Awake
58.59,Awake
69.52,Awake
57.47,Asleep
54.3,Asleep
58.59,Asleep
55.35,Asleep
50.68,Asleep
56.39,Asleep
55.35,Asleep
56.39,Asleep
57.47,Asleep
56.39,Asleep
50.68,Asleep
57.47,Asleep
53.38,Asleep
53.38,Asleep
55.35,Asleep
56.39,Asleep
57.47,Asleep
55.35,Asleep
51.5,Asleep
53.38,Asleep
57.47,Asleep
50.63,Asleep
52.45,Asleep
55.35,Asleep
50.68,Asleep
50.68,Asleep
57.47,Asleep
55.3,Asleep
56.39,Asleep
51.5,Asleep
56.39,Asleep
52.45,Asleep
57.47,Asleep
51.55,Asleep
56.39,Asleep
58.59,Asleep
51.55,Asleep
69.52,Asleep
55.35,Asleep
71.17,Awake
65.01,Awake
57.47,Asleep
58.59,Asleep
53.33,Asleep
50.68,Asleep
50.63,Asleep
51.55,Asleep
51.5,Asleep
56.39,Asleep
50.68,Asleep
52.4,Asleep
50.68,Asleep
50.63,Asleep
53.38,Asleep
55.35,Asleep
51.5,Asleep
50.68,Asleep
54.35,Asleep
53.38,Asleep
57.47,Asleep
54.35,Asleep
53.38,Asleep
50.68,Asleep
50.63,Asleep
54.35,Asleep
52.45,Asleep
52.4,Asleep
55.35,Asleep
51.55,Asleep
52.4,Asleep
52.45,Asleep
53.38,Asleep
52.4,Asleep
56.39,Asleep
54.35,Asleep
55.35,Asleep
53.38,Asleep
60.98,Asleep
55.35,Asleep
56.39,Asleep
57.47,Asleep
66.45,Asleep
58.59,Asleep
54.35,Asleep
56.39,Asleep
63.56,Awake
63.56,Awake
59.76,Asleep
57.53,Asleep
58.59,Asleep
62.24,Asleep
52.45,Asleep
56.39,Asleep
58.59,Asleep
58.59,Asleep
56.39,Asleep
57.47,Asleep
55.35,Asleep
53.38,Asleep
50.63,Asleep
55.35,Asleep
52.45,Asleep
56.39,Asleep
50.63,Asleep
56.39,Asleep
54.3,Asleep
59.82,Asleep
55.3,Asleep
54.35,Asleep
57.47,Asleep
58.59,Asleep
59.76,Asleep
52.4,Asleep
54.35,Asleep
53.38,Asleep
54.35,Asleep
59.76,Asleep
55.35,Asleep
57.47,Asleep
62.24,Asleep
59.76,Asleep
55.35,Asleep
57.47,Asleep
60.98,Asleep
58.59,Asleep
62.24,Awake
61.04,Awake
57.47,Awake
63.56,Awake
62.24,Awake
65.01,Awake
67.87,Awake
67.95,Awake
87.85,Awake
78.64,Awake
85.47,Awake
50.68,Asleep
53.38,Asleep
59.82,Asleep
54.3,Asleep
53.38,Asleep
54.35,Asleep
57.47,Asleep
52.45,Asleep
55.35,Asleep
50.63,Asleep
50.68,Asleep
51.5,Asleep
58.65,Asleep
54.3,Asleep
54.35,Asleep
63.56,Asleep
53.33,Asleep
58.59,Asleep
57.53,Asleep
67.95,Awake
66.37,Awake
63.56,Awake
51.5,Asleep
55.35,Asleep
56.39,Asleep
65.01,Asleep
57.47,Asleep
55.35,Asleep
63.56,Asleep
58.65,Asleep
54.3,Asleep
58.65,Asleep
63.63,Asleep
57.47,Asleep
57.47,Asleep
55.35,Asleep
63.63,Asleep
58.59,Asleep
55.35,Asleep
57.47,Asleep
59.76,Asleep
55.35,Asleep
52.45,Asleep
51.55,Asleep
58.59,Asleep
58.59,Asleep
56.39,Asleep
54.35,Asleep
55.35,Asleep
56.39,Asleep
59.76,Asleep
57.47,Asleep
51.55,Asleep
51.55,Asleep
58.59,Asleep
54.35,Asleep
57.47,Asleep
50.63,Asleep
52.45,Asleep
58.59,Asleep
50.68,Asleep
52.4,Asleep
63.56,Asleep
58.59,Asleep
58.59,Asleep
67.95,Asleep
50.63,Asleep
55.35,Asleep
54.35,Asleep
66.45,Asleep
59.76,Asleep
62.24,Asleep
53.38,Asleep
52.45,Asleep
58.59,Asleep
54.35,Asleep
52.4,Asleep
51.55,Asleep
57.47,Asleep
52.4,Asleep
51.55,Asleep
54.35,Asleep
59.76,Asleep
52.45,Asleep
52.45,Asleep
57.47,Asleep
58.59,Asleep
53.38,Asleep
54.35,Asleep
55.35,Asleep
52.4,Asleep
51.55,Asleep
59.76,Asleep
56.39,Asleep
51.5,Asleep
54.35,Asleep
58.59,Asleep
59.82,Asleep
52.4,Asleep
54.35,Asleep
58.59,Asleep
56.39,Asleep
56.39,Asleep
67.95,Asleep
57.47,Asleep
56.39,Asleep
55.35,Asleep
53.38,Asleep
59.76,Asleep
52.45,Asleep
56.39,Asleep
66.45,Awake
65.01,Awake
60.98,Asleep
58.59,Asleep
66.37,Asleep
58.59,Asleep
57.47,Asleep
55.35,Asleep
58.59,Asleep
52.45,Asleep
59.76,Asleep
54.3,Asleep
54.35,Asleep
59.82,Asleep
53.33,Asleep
53.38,Asleep
55.35,Asleep
65.01,Awake
71.17,Awake
83.1,Awake
69.52,Awake
64.94,Awake
59.76,Asleep
57.47,Asleep
51.5,Asleep
51.55,Asleep
55.35,Asleep
52.4,Asleep
52.45,Asleep
53.38,Asleep
52.45,Asleep
54.35,Asleep
53.33,Asleep
55.35,Asleep
51.55,Asleep
53.38,Asleep
53.38,Asleep
50.68,Asleep
54.35,Asleep
59.76,Asleep
50.68,Asleep
52.45,Asleep
55.35,Asleep
52.4,Asleep
52.45,Asleep
56.39,Asleep
51.55,Asleep
54.35,Asleep
59.76,Asleep
50.63,Asleep
51.5,Asleep
51.55,Asleep
55.35,Asleep
56.39,Asleep
53.38,Asleep
54.35,Asleep
57.47,Asleep
52.45,Asleep
50.63,Asleep
52.45,Asleep
52.45,Asleep
54.35,Asleep
56.39,Asleep
51.55,Asleep
55.35,Asleep
52.45,Asleep
55.35,Asleep
53.33,Asleep
54.35,Asleep
52.45,Asleep
59.82,Asleep
56.39,Asleep
51.5,Asleep
52.45,Asleep
52.45,Asleep
52.4,Asleep
56.39,Asleep
52.45,Asleep
51.55,Asleep
57.47,Asleep
57.47,Asleep
50.68,Asleep
52.45,Asleep
53.33,Asleep
50.68,Asleep
56.39,Asleep
51.55,Asleep
55.35,Asleep
52.45,Asleep
58.59,Asleep
54.35,Asleep
52.45,Asleep
56.39,Asleep
59.76,Asleep
53.38,Asleep
55.35,Asleep
50.63,Asleep
52.4,Asleep
55.35,Asleep
58.59,Asleep
51.55,Asleep
52.45,Asleep
66.45,Asleep
55.35,Asleep
51.55,Asleep
57.47,Asleep
57.47,Asleep
51.55,Asleep
59.76,Asleep
56.39,Asleep
50.68,Asleep
59.76,Asleep
52.45,Asleep
51.55,Asleep
55.35,Asleep
57.47,Asleep
54.3,Asleep
53.43,Asleep
56.39,Asleep
55.35,Asleep
53.33,Asleep
50.68,Asleep
50.68,Asleep
54.35,Asleep
53.38,Asleep
51.55,Asleep
54.35,Asleep
51.55,Asleep
57.47,Asleep
50.63,Asleep
50.68,Asleep
53.38,Asleep
51.5,Asleep
53.38,Asleep
58.59,Asleep
56.39,Asleep
54.35,Asleep
55.35,Asleep
60.98,Asleep
51.55,Asleep
58.59,Asleep
51.55,Asleep
51.55,Asleep
55.35,Asleep
50.68,Asleep
50.63,Asleep
50.68,Asleep
54.35,Asleep
51.55,Asleep
55.35,Asleep
59.76,Asleep
63.63,Asleep
58.59,Asleep
59.76,Asleep
52.4,Asleep
54.35,Asleep
55.35,Asleep
54.35,Asleep
56.39,Asleep
55.35,Asleep
58.59,Asleep
59.76,Asleep
54.35,Asleep
76.63,Awake
69.52,Awake
74.72,Awake
76.53,Awake
65.01,Awake
69.52,Awake
82.99,Awake
69.52,Awake
76.63,Awake
85.47,Awake
71.17,Awake
72.9,Awake
80.86,Awake
74.72,Awake
80.75,Awake
66.45,Awake
72.9,Awake
82.99,Awake
72.82,Awake
74.72,Awake
72.9,Awake
72.9,Awake
76.63,Awake
74.72,Awake
74.72,Awake
76.63,Awake
69.44,Awake
69.52,Awake
71.17,Awake
85.35,Awake
55.35,Asleep
55.35,Asleep
71.09,Awake
67.95,Awake
71.09,Awake
67.95,Awake
67.87,Awake
71.17,Awake
69.52,Awake
66.45,Awake
72.9,Awake
66.37,Awake
64.94,Awake
71.17,Awake
55.35,Asleep
51.55,Asleep
56.39,Asleep
59.76,Asleep
50.68,Asleep
63.63,Asleep
58.65,Asleep
59.76,Asleep
59.76,Asleep
59.76,Asleep
58.59,Asleep
64.94,Asleep
58.59,Asleep
54.35,Asleep
57.47,Asleep
51.55,Asleep
52.45,Asleep
59.76,Asleep
55.35,Asleep
56.39,Asleep
59.76,Asleep
54.35,Asleep
53.33,Asleep
59.82,Asleep
58.59,Asleep
59.76,Asleep
59.82,Asleep
55.35,Asleep
50.63,Asleep
53.38,Asleep
54.35,Asleep
54.35,Asleep
58.59,Asleep
53.38,Asleep
55.35,Asleep
58.59,Asleep
51.55,Asleep
55.3,Asleep
57.53,Asleep
55.3,Asleep
58.65,Asleep
54.35,Asleep
56.39,Asleep
57.47,Asleep
51.55,Asleep
56.39,Asleep
58.59,Asleep
54.35,Asleep
59.82,Asleep
59.76,Asleep
59.82,Asleep
54.35,Asleep
56.39,Asleep
56.39,Asleep
53.38,Asleep
58.59,Asleep
55.35,Asleep
58.65,Asleep
59.76,Asleep
59.76,Asleep
53.38,Asleep
51.55,Asleep
52.45,Asleep
53.33,Asleep
59.82,Asleep
57.47,Asleep
57.47,Asleep
56.39,Asleep
57.47,Asleep
56.39,Asleep
59.76,Asleep
57.47,Asleep
59.76,Asleep
58.59,Asleep
55.35,Asleep
56.39,Asleep
57.47,Asleep
53.38,Asleep
50.68,Asleep
56.39,Asleep
53.38,Asleep
53.33,Asleep
50.68,Asleep
52.45,Asleep
54.35,Asleep
54.35,Asleep
59.76,Asleep
52.45,Asleep
50.63,Asleep
52.45,Asleep
53.38,Asleep
53.38,Asleep
53.38,Asleep
59.76,Asleep
56.44,Asleep
51.5,Asleep
53.38,Asleep
57.47,Asleep
57.47,Asleep
55.35,Asleep
51.5,Asleep
50.68,Asleep
53.38,Asleep
58.59,Asleep
52.45,Asleep
51.5,Asleep
56.39,Asleep
59.82,Asleep
50.63,Asleep
51.55,Asleep
58.59,Asleep
64.94,Awake
71.17,Awake
67.95,Awake
56.39,Asleep
52.45,Asleep
55.35,Asleep
59.76,Asleep
53.38,Asleep
57.47,Asleep
54.35,Asleep
50.68,Asleep
58.59,Asleep
59.76,Asleep
54.35,Asleep
54.35,Asleep
50.63,Asleep
59.76,Asleep
57.47,Asleep
53.38,Asleep
59.76,Asleep
54.35,Asleep
57.47,Asleep
69.52,Asleep
52.4,Asleep
58.65,Asleep
57.47,Asleep
50.63,Asleep
57.47,Asleep
54.35,Asleep
54.35,Asleep
57.47,Asleep
52.45,Asleep
67.87,Asleep
57.47,Asleep
58.59,Asleep
54.35,Asleep
64.94,Asleep
55.35,Asleep
56.39,Asleep
53.38,Asleep
62.24,Asleep
56.39,Asleep
51.55,Asleep
55.35,Asleep
58.59,Asleep
55.35,Asleep
62.24,Asleep
59.76,Asleep
57.47,Asleep
80.75,Awake
64.94,Awake
58.59,Asleep
57.47,Asleep
52.45,Asleep
50.63,Asleep
63.56,Awake
69.44,Awake
67.87,Awake
51.55,Asleep
51.5,Asleep
53.38,Asleep
53.38,Asleep
54.35,Asleep
58.59,Asleep
50.63,Asleep
53.38,Asleep
59.76,Asleep
51.55,Asleep
52.45,Asleep
52.45,Asleep
52.45,Asleep
58.59,Asleep
52.45,Asleep
52.4,Asleep
57.47,Asleep
56.39,Asleep
53.38,Asleep
55.35,Asleep
59.76,Asleep
55.35,Asleep
62.24,Asleep
52.4,Asleep
54.35,Asleep
56.39,Asleep
56.39,Asleep
53.38,Asleep
56.39,Asleep
58.65,Asleep
53.33,Asleep
55.35,Asleep
56.39,Asleep
57.47,Asleep
55.35,Asleep
58.59,Asleep
55.35,Asleep
58.59,Asleep
51.55,Asleep
58.59,Asleep
55.35,Asleep
63.63,Awake
66.45,Awake
55.35,Awake
72.9,Awake
72.9,Awake
58.59,Asleep
57.47,Asleep
54.35,Asleep
56.39,Asleep
51.55,Asleep
54.35,Asleep
52.45,Asleep
52.4,Asleep
52.45,Asleep
52.45,Asleep
54.3,Asleep
55.35,Asleep
56.39,Asleep
52.45,Asleep
52.45,Asleep
51.5,Asleep
52.45,Asleep
56.39,Asleep
53.38,Asleep
55.35,Asleep
51.5,Asleep
53.38,Asleep
58.59,Asleep
54.35,Asleep
56.39,Asleep
58.65,Asleep
59.76,Asleep
57.47,Asleep
56.39,Asleep
59.76,Asleep
57.47,Asleep
57.47,Asleep
57.47,Asleep
60.98,Asleep
59.82,Asleep
59.76,Asleep
72.9,Awake
72.9,Awake
57.47,Awake
69.52,Awake
57.47,Asleep
56.39,Asleep
59.82,Asleep
52.4,Asleep
57.47,Asleep
53.38,Asleep
55.35,Asleep
55.35,Asleep
50.63,Asleep
55.3,Asleep
52.45,Asleep
53.38,Asleep
50.68,Asleep
52.4,Asleep
52.45,Asleep
58.59,Asleep
50.68,Asleep
54.35,Asleep
52.45,Asleep
58.59,Asleep
58.59,Asleep
54.35,Asleep
57.47,Asleep
59.76,Asleep
58.59,Asleep
56.39,Asleep
55.35,Asleep
56.39,Asleep
55.35,Asleep
52.4,Asleep
56.39,Asleep
54.35,Asleep
58.59,Asleep
55.35,Asleep
55.35,Asleep
55.35,Asleep
66.45,Asleep
57.47,Asleep
58.59,Asleep
57.47,Asleep
57.47,Asleep
62.24,Asleep
57.47,Asleep
54.35,Asleep
69.52,Awake
64.94,Awake
69.52,Awake
56.39,Asleep
54.35,Asleep
51.5,Asleep
53.38,Asleep
57.47,Asleep
56.39,Asleep
50.68,Asleep
52.45,Asleep
54.3,Asleep
58.59,Asleep
66.37,Awake
72.9,Awake
53.38,Asleep
57.47,Asleep
53.38,Asleep
63.63,Asleep
58.59,Asleep
51.55,Asleep
52.4,Asleep
52.4,Asleep
52.45,Asleep
52.45,Asleep
50.68,Asleep
57.47,Asleep
56.39,Asleep
55.35,Asleep
54.35,Asleep
52.45,Asleep
56.39,Asleep
61.04,Asleep
59.76,Asleep
58.59,Asleep
66.37,Awake
85.35,Awake
69.52,Awake
71.17,Awake
71.09,Awake
69.52,Awake
65.01,Awake
52.45,Asleep
50.63,Asleep
50.68,Asleep
52.4,Asleep
50.63,Asleep
51.55,Asleep
55.35,Asleep
55.35,Asleep
53.38,Asleep
59.76,Asleep
54.35,Asleep
55.35,Asleep
54.35,Asleep
54.35,Asleep
56.39,Asleep
59.76,Asleep
52.45,Asleep
54.35,Asleep
56.39,Asleep
56.39,Asleep
56.39,Asleep
54.35,Asleep
56.39,Asleep
55.35,Asleep
54.35,Asleep
56.39,Asleep
56.39,Asleep
59.82,Asleep
56.39,Asleep
59.76,Asleep
57.47,Asleep
57.47,Asleep
58.59,Asleep
56.39,Asleep
54.35,Asleep
55.35,Asleep
56.39,Asleep
59.76,Asleep
52.4,Asleep
52.45,Asleep
56.39,Asleep
55.35,Asleep
53.38,Asleep
51.55,Asleep
51.55,Asleep
53.38,Asleep
53.38,Asleep
50.68,Asleep
51.5,Asleep
50.68,Asleep
54.35,Asleep
52.45,Asleep
52.45,Asleep
56.39,Asleep
51.55,Asleep
51.55,Asleep
51.5,Asleep
50.68,Asleep
54.35,Asleep
54.35,Asleep
51.5,Asleep
50.68,Asleep
50.68,Asleep
50.63,Asleep
55.35,Asleep
54.35,Asleep
50.68,Asleep
53.38,Asleep
51.55,Asleep
54.35,Asleep
59.82,Asleep
59.76,Asleep
59.76,Asleep
56.34,Asleep
51.55,Asleep
53.38,Asleep
56.39,Asleep
55.35,Asleep
51.5,Asleep
59.82,Asleep
54.35,Asleep
51.5,Asleep
59.82,Asleep
52.45,Asleep
55.35,Asleep
59.82,Asleep
50.63,Asleep
50.68,Asleep
50.63,Asleep
52.45,Asleep
53.38,Asleep
58.59,Asleep
52.45,Asleep
57.47,Asleep
52.45,Asleep
52.45,Asleep
59.76,Asleep
50.63,Asleep
50.68,Asleep
52.45,Asleep
54.35,Asleep
50.63,Asleep
53.38,Asleep
52.45,Asleep
56.39,Asleep
55.35,Asleep
60.98,Asleep
52.45,Asleep
54.35,Asleep
62.31,Asleep
54.35,Asleep
56.39,Asleep
55.35,Asleep
71.09,Awake
74.72,Awake
53.38,Asleep
59.76,Asleep
52.45,Asleep
51.55,Asleep
50.63,Asleep
51.55,Asleep
53.33,Asleep
55.35,Asleep
50.63,Asleep
50.68,Asleep
51.55,Asleep
57.47,Asleep
53.38,Asleep
50.68,Asleep
52.45,Asleep
59.76,Asleep
53.38,Asleep
52.45,Asleep
53.38,Asleep
57.47,Asleep
54.35,Asleep
54.35,Asleep
54.35,Asleep
56.39,Asleep
53.33,Asleep
53.38,Asleep
52.45,Asleep
57.47,Asleep
59.76,Asleep
53.38,Asleep
55.35,Asleep
59.82,Asleep
55.35,Asleep
50.63,Asleep
53.38,Asleep
52.45,Asleep
54.35,Asleep
53.38,Asleep
52.45,Asleep
53.38,Asleep
56.39,Asleep
56.39,Asleep
57.47,Asleep
56.39,Asleep
58.59,Asleep
55.35,Asleep
54.35,Asleep
58.59,Asleep
52.45,Asleep
53.33,Asleep
52.45,Asleep
51.5,Asleep
50.68,Asleep
51.55,Asleep
53.43,Asleep
55.35,Asleep
53.38,Asleep
50.68,Asleep
53.33,Asleep
50.68,Asleep
54.35,Asleep
58.59,Asleep
50.68,Asleep
55.35,Asleep
53.38,Asleep
50.68,Asleep
53.38,Asleep
56.39,Asleep
55.35,Asleep
57.47,Asleep
55.35,Asleep
61.04,Asleep
52.45,Asleep
56.39,Asleep
53.38,Asleep
53.33,Asleep
55.4,Asleep
54.35,Asleep
54.35,Asleep
52.45,Asleep
54.35,Asleep
52.45,Asleep
58.59,Asleep
52.45,Asleep
50.63,Asleep
57.47,Asleep
50.68,Asleep
50.63,Asleep
53.38,Asleep
54.35,Asleep
52.45,Asleep
53.38,Asleep
53.33,Asleep
50.68,Asleep
53.38,Asleep
52.45,Asleep
57.47,Asleep
51.55,Asleep
52.4,Asleep
53.38,Asleep
58.59,Asleep
55.35,Asleep
54.35,Asleep
52.45,Asleep
52.45,Asleep
58.59,Asleep
54.35,Asleep
51.55,Asleep
53.38,Asleep
55.35,Asleep
55.35,Asleep
51.5,Asleep
50.68,Asleep
53.38,Asleep
52.4,Asleep
51.55,Asleep
51.55,Asleep
52.45,Asleep
57.47,Asleep
50.68,Asleep
51.55,Asleep
54.3,Asleep
54.35,Asleep
59.82,Asleep
50.63,Asleep
54.35,Asleep
58.59,Asleep
50.68,Asleep
50.63,Asleep
52.4,Asleep
55.35,Asleep
52.45,Asleep
51.55,Asleep
50.68,Asleep
52.4,Asleep
50.68,Asleep
51.55,Asleep
54.35,Asleep
54.35,Asleep
57.47,Asleep
59.76,Asleep
51.5,Asleep
57.47,Asleep
51.55,Asleep
52.4,Asleep
51.55,Asleep
54.35,Asleep
50.68,Asleep
52.45,Asleep
50.68,Asleep
55.35,Asleep
50.68,Asleep
50.63,Asleep
57.53,Asleep
51.5,Asleep
50.68,Asleep
51.55,Asleep
56.39,Asleep
58.59,Asleep
53.38,Asleep
52.45,Asleep
50.63,Asleep
53.38,Asleep
51.5,Asleep
53.38,Asleep
52.45,Asleep
58.59,Asleep
53.38,Asleep
52.45,Asleep
57.47,Asleep
56.39,Asleep
55.35,Asleep
50.63,Asleep
51.55,Asleep
54.35,Asleep
50.68,Asleep
52.4,Asleep
56.44,Asleep
53.38,Asleep
52.45,Asleep
57.47,Asleep
51.55,Asleep
52.45,Asleep
57.47,Asleep
52.45,Asleep
52.45,Asleep
59.76,Asleep
59.76,Asleep
71.17,Asleep
57.47,Asleep
51.55,Asleep
50.68,Asleep
53.38,Asleep
51.55,Asleep
55.35,Asleep
51.55,Asleep
51.55,Asleep
50.68,Asleep
50.63,Asleep
51.55,Asleep
55.35,Asleep
51.55,Asleep
57.53,Asleep
50.63,Asleep
50.68,Asleep
59.76,Asleep
53.38,Asleep
54.35,Asleep
53.38,Asleep
51.55,Asleep
50.68,Asleep
56.39,Asleep
55.35,Asleep
51.55,Asleep
52.4,Asleep
50.68,Asleep
55.35,Asleep
50.63,Asleep
55.35,Asleep
57.47,Asleep
54.35,Asleep
54.35,Asleep
51.5,Asleep
55.35,Asleep
52.4,Asleep
53.38,Asleep
59.76,Asleep
56.39,Asleep
56.44,Asleep
53.38,Asleep
54.35,Asleep
56.39,Asleep
59.76,Asleep
51.55,Asleep
54.35,Asleep
51.55,Asleep
58.59,Asleep
55.35,Asleep
59.76,Asleep
58.59,Asleep
50.68,Asleep
50.63,Asleep
52.45,Asleep
59.82,Asleep
54.3,Asleep
53.38,Asleep
53.38,Asleep
57.53,Asleep
55.35,Asleep
51.55,Asleep
51.5,Asleep
51.55,Asleep
52.45,Asleep
54.35,Asleep
51.55,Asleep
50.68,Asleep
52.45,Asleep
50.63,Asleep
56.39,Asleep
50.68,Asleep
50.68,Asleep
55.35,Asleep
50.68,Asleep
52.4,Asleep
54.35,Asleep
57.47,Asleep
50.63,Asleep
51.55,Asleep
56.39,Asleep
52.45,Asleep
52.45,Asleep
51.55,Asleep
58.59,Asleep
50.68,Asleep
50.68,Asleep
56.39,Asleep
53.38,Asleep
51.5,Asleep
52.45,Asleep
54.35,Asleep
51.55,Asleep
54.35,Asleep
55.35,Asleep
55.35,Asleep
50.68,Asleep
50.63,Asleep
56.39,Asleep
53.38,Asleep
57.47,Asleep
52.4,Asleep
54.35,Asleep
51.55,Asleep
51.5,Asleep
51.55,Asleep
56.39,Asleep
52.45,Asleep
50.63,Asleep
53.38,Asleep
52.45,Asleep
57.47,Asleep
50.63,Asleep
53.38,Asleep
52.45,Asleep
51.55,Asleep
55.35,Asleep
50.68,Asleep
51.5,Asleep
56.39,Asleep
52.45,Asleep
53.33,Asleep
55.35,Asleep
50.63,Asleep
57.47,Asleep
59.82,Asleep
51.5,Asleep
52.45,Asleep
53.38,Asleep
57.47,Asleep
50.68,Asleep
55.35,Asleep
55.3,Asleep
51.55,Asleep
53.38,Asleep
50.68,Asleep
53.38,Asleep
50.63,Asleep
51.5,Asleep
54.35,Asleep
50.68,Asleep
54.35,Asleep
56.39,Asleep
67.95,Awake
76.63,Awake
72.9,Awake
66.45,Awake
64.94,Awake
66.37,Awake
66.45,Awake
62.31,Awake
59.76,Asleep
54.35,Asleep
55.35,Asleep
55.35,Asleep
53.38,Asleep
50.63,Asleep
51.55,Asleep
52.4,Asleep
58.59,Asleep
58.65,Asleep
57.47,Asleep
56.39,Asleep
57.47,Asleep
53.38,Asleep
53.38,Asleep
55.35,Asleep
52.4,Asleep
51.55,Asleep
50.68,Asleep
54.35,Asleep
56.39,Asleep
53.33,Asleep
54.35,Asleep
56.39,Asleep
55.35,Asleep
53.38,Asleep
57.47,Asleep
51.55,Asleep
54.35,Asleep
54.35,Asleep
59.76,Asleep
52.45,Asleep
55.35,Asleep
55.35,Asleep
57.47,Asleep
58.59,Asleep
54.35,Asleep
54.35,Asleep
53.38,Asleep
59.76,Asleep
54.35,Asleep
54.35,Asleep
55.35,Asleep
59.76,Asleep
55.35,Asleep
54.35,Asleep
54.35,Asleep
53.38,Asleep
57.47,Asleep
57.47,Asleep
53.38,Asleep
53.38,Asleep
56.39,Asleep
51.55,Asleep
54.35,Asleep
58.59,Asleep
51.55,Asleep
51.5,Asleep
55.35,Asleep
50.68,Asleep
50.63,Asleep
55.35,Asleep
51.55,Asleep
52.45,Asleep
57.47,Asleep
56.39,Asleep
53.38,Asleep
58.59,Asleep
51.5,Asleep
52.45,Asleep
54.35,Asleep
52.45,Asleep
50.63,Asleep
50.68,Asleep
55.35,Asleep
59.76,Asleep
51.5,Asleep
51.55,Asleep
52.45,Asleep
54.35,Asleep
57.47,Asleep
52.4,Asleep
54.35,Asleep
54.35,Asleep
59.76,Asleep
58.65,Asleep
51.5,Asleep
50.68,Asleep
54.35,Asleep
57.47,Asleep
52.4,Asleep
52.45,Asleep
57.47,Asleep
52.45,Asleep
52.4,Asleep
50.68,Asleep
50.68,Asleep
53.38,Asleep
50.63,Asleep
51.55,Asleep
57.47,Asleep
50.68,Asleep
51.55,Asleep
57.47,Asleep
50.68,Asleep
56.39,Asleep
53.38,Asleep
52.45,Asleep
53.33,Asleep
58.65,Asleep
54.35,Asleep
56.39,Asleep
54.35,Asleep
57.47,Asleep
64.94,Asleep
57.47,Asleep
55.35,Asleep
63.56,Asleep
58.59,Asleep
50.68,Asleep
53.38,Asleep
55.35,Asleep
52.45,Asleep
57.47,Asleep
50.63,Asleep
55.35,Asleep
56.39,Asleep
54.35,Asleep
55.35,Asleep
55.35,Asleep
50.68,Asleep
57.47,Asleep
59.76,Asleep
53.38,Asleep
50.63,Asleep
56.39,Asleep
51.5,Asleep
52.45,Asleep
58.59,Asleep
52.4,Asleep
51.55,Asleep
50.68,Asleep
58.59,Asleep
50.63,Asleep
